9.00


# ID - 0001-9999


DECAL_DEF_START


########################
# SPLATTERS
##################################################################################################################################################################################################################################################################
# ID			DIFFUSE MAP						NORMAL MAP						SPECULAR MAP				TEXTURE INFO			SIZE	<-------SPECULAR------>   PARALLAX   	EMISSIVE    TEX_WRAP    USE_ANISO   WASHABLE		UNDERWATER		ROTATE   #
#																											ROW	COL	IDA	IDB	TIME	MULT	FALLOFF	INTNSTY	FRESNEL	STEEP	SCALE	VALUE	    LENGTH	    						CREATE		FADE	CAMERA   #
##################################################################################################################################################################################################################################################################
                                                                                                                                                                                                        
# BLOOD SPLATTERS                                                                                                                                                                                       
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	6   6	0.0		1.0		510.0   0.05	0.97 	0		0.0  	0.0	    	0.0	    	0	    	1			1			1		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	7   7	0.0		1.0		510.0   0.05	0.97 	0		0.0 	0.0	    	0.0	    	0	    	1			1			1		0
1010			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	8   8	0.0		1.0		510.0   0.05	0.97 	0		0.0 	0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# BLOOD DIRECTIONAL                                                                                                                                                                                     
1015			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	1   1	0.0		1.0		510.0	0.05	0.97	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1015			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	2   2	0.0		1.0		510.0	0.05	0.97	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1015			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	3   3	0.0		1.0		510.0	0.05	0.97	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# BLOOD MIST                                                                                                                                                                                            
1017			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	4   4	0.0		1.2		510.0	0.05	0.97	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1017			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	5   5	0.0		1.2		510.0	0.05	0.97	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1017			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	6   6	0.0		1.2		510.0	0.05	0.97	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# MUD SPLATTERS                                                                                                                                                                                         
1020			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	6   6	0.0		1.0		450.0	0.1		0.99	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1020			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	7   7	0.0		1.0		450.0	0.1		0.99	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1020			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	8   8	0.0		1.0		450.0	0.1		0.99	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# PAINT SPLATTERS                                                                                                                                                                                       
1030			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	6   6	0.0		1.0		510.0	0.2		0.99	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1030			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	7   7	0.0		1.0		510.0	0.2		0.99	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1030			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	8   8	0.0		1.0		510.0	0.2		0.99	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# WATER SPLATTERS                                                                                                                                                                                       
1040			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	6   6	0.0		1.0		510.0  980.00	1.3 	0		0.0  	0.0	    	0.0	    	0	    	1			1			1		0
1040			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	7   7	0.0		1.0		510.0  980.00	1.3 	0		0.0 	0.0	    	0.0	    	0	    	1			1			1		0
1040			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	8   8	0.0		1.0		510.0  980.00	1.3 	0		0.0 	0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# WATER HYDRANT DECALS                                                                                                                                                                                  
1050			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	6   6	0.0		1.0		510.0  980.00	1.3 	0		0.0  	0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
########################                                                                                                                                                                                
# SCRIPTED SPLATTERS                                                                                                                                                                                    
##################################################################################################################################################################################################################################################################
# ID			DIFFUSE MAP						NORMAL MAP						SPECULAR MAP				TEXTURE INFO			SIZE	<-------SPECULAR------>   PARALLAX   	EMISSIVE    TEX_WRAP    USE_ANISO   WASHABLE		UNDERWATER		ROTATE   #
#																											ROW	COL	IDA	IDB	TIME	MULT	FALLOFF	INTNSTY	FRESNEL	STEEP	SCALE	VALUE	    LENGTH	    						CREATE		FADE	CAMERA   #
##################################################################################################################################################################################################################################################################
                                                                                                                                                                                                        
# BLOOD SPLATTERS                                                                                                                                                                                       
1110			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	6   6	0.0		1.0		510.0	0.05	0.97	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1110			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	7   7	0.0		1.0		510.0	0.05	0.97	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
1110			fxdecal_splatter_mist			fxdecal_splatter_mist_n			fxdecal_splatter_mist_s		3   3	8   8	0.0		1.0		510.0	0.05	0.97	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
########################                                                                                                                                                                                
# HUMAN FOOTPRINTS - THESE DECALS ARE REFERENCED BY THE VFXPEDINFO.META                                                                                                                                 
##################################################################################################################################################################################################################################################################
# ID			DIFFUSE MAP						NORMAL MAP						SPECULAR MAP				TEXTURE INFO			SIZE	<-------SPECULAR------>   PARALLAX   	EMISSIVE    TEX_WRAP    USE_ANISO   WASHABLE		UNDERWATER		ROTATE   #
#																											ROW	COL	IDA	IDB	TIME	MULT	FALLOFF	INTNSTY	FRESNEL	STEEP	SCALE	VALUE	    LENGTH	    						CREATE		FADE	CAMERA   #
##################################################################################################################################################################################################################################################################
                                                                                                                                                                                                        
                                                                                                                                                                                                        
##### HUMAN #####                                                                                                                                                                                       
                                                                                                                                                                                                        
                                                                                                                                                                                                        
### SHOE ###                                                                                                                                                                                            
                                                                                                                                                                                                        
# GRASS FOOTPRINTS                                                                                                                                                                                      
2005			fxdecal_footprints				fxdecal_footprints_n			-							2   8	6   6	0.0		1.0		510.0	0.1		0.98	1		0.04	0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# MUD FOOTPRINTS                                                                                                                                                                                        
2010			fxdecal_footprints				fxdecal_footprints_n			-							2   8	10  10	0.0		1.35 	510.0	0.1		0.98	1		0.0325	0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# SAND FOOTPRINTS                                                                                                                                                                                       
2020			fxdecal_footprints				fxdecal_footprints_n			-							2   8	10  10	0.0		1.35 	510.0	0.0		0.98	1		0.0325 	0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# SAND DEEP FOOTPRINTS                                                                                                                                                                                  
2025			fxdecal_footprints				fxdecal_footprints_n			-							2	8	13  13	0.0		1.5		0.0		0.0		0.97	1		0.0425	0.0     	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# DIRT FOOTPRINTS                                                                                                                                                                                       
2030			fxdecal_footprints				fxdecal_footprints_n			-							2   8	10  10	0.0		1.35	0.0		0.0		0.97	1		0.0325	0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# SNOW FOOTPRINTS                                                                                                                                                                                       
2035			fxdecal_footprints				fxdecal_footprints_n			-							2   8	10  10	0.0		1.35	0.0		0.0		0.97	1		0.0325	0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
### SHOE TRANSFERRANCE ###                                                                                                                                                                              
                                                                                                                                                                                                        
# BLOOD TRANSFER                                                                                                                                                                                        
2040			fxdecal_footprints				fxdecal_footprints_n			-							2   8	11  11	0.0		1.0		510.0	0.2		0.99	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# OIL TRANSFER                                                                                                                                                                                          
2050			fxdecal_footprints				fxdecal_footprints_n			-							2   8	11  11	0.0		1.0		510.0	0.5		0.98	0		0.0		0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# PETROL TRANSFER                                                                                                                                                                                       
2060			fxdecal_footprints				fxdecal_footprints_n			-							2   8	12  12	0.0		1.0		510.0	0.35	0.98	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# MUD TRANSFER                                                                                                                                                                                          
2070			fxdecal_footprints				fxdecal_footprints_n			-							2   8	11  11	0.0		1.0		510.0	0.1		0.98	0		0.0		0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# WATER TRANSFER                                                                                                                                                                                        
2080			fxdecal_footprints				fxdecal_footprints_n			-							2   8	11  11	0.0		1.0		310.0	0.2		0.65	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
### BAREFOOT ###                                                                                                                                                                                        
                                                                                                                                                                                                        
# MUD FOOTPRINTS                                                                                                                                                                                        
2110			fxdecal_footprints				fxdecal_footprints_n			-							2   8	1   1	0.0		1.0		510.0	0.1		0.98	1		0.0425	0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# SAND FOOTPRINTS                                                                                                                                                                                       
2120			fxdecal_footprints				fxdecal_footprints_n			-							2   8	1   1	0.0		1.0		0.0		0.0		0.97	1		0.0425	0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# DIRT FOOTPRINTS                                                                                                                                                                                       
2130			fxdecal_footprints				fxdecal_footprints_n			-							2   8	1   1	0.0		1.0		0.0		0.0		0.97	1		0.0425	0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# SNOW FOOTPRINTS                                                                                                                                                                                       
2135			fxdecal_footprints				fxdecal_footprints_n			-							2   8	1   1	0.0		1.0		0.0		0.0		0.97	1		0.0425	0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
                                                                                                                                                                                                        
                                                                                                                                                                                                        
### BAREFOOT TRANSFERRANCE ###                                                                                                                                                                          
                                                                                                                                                                                                        
# BLOOD TRANSFER                                                                                                                                                                                        
2140			fxdecal_footprints				fxdecal_footprints_n			-							2   8	2   2	0.0		1.0		510.0	0.2		0.99	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# OIL TRANSFER                                                                                                                                                                                          
2150			fxdecal_footprints				fxdecal_footprints_n			-							2   8	2   2	0.0		1.0		510.0	0.5		0.98	0		0.0		0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# PETROL TRANSFER                                                                                                                                                                                       
2160			fxdecal_footprints				fxdecal_footprints_n			-							2   8	3   3	0.0		1.0		510.0	0.35	0.98	0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
# MUD TRANSFER                                                                                                                                                                                          
2170			fxdecal_footprints				fxdecal_footprints_n			-							2   8	2   2	0.0		1.0		510.0	0.1		0.98	0		0.0		0.0	    	0.0	    	0	    	0			1			1		0
                                                                                                                                                                                                        
# WATER TRANSFER                                                                                                                                                                                        
2180			fxdecal_footprints				fxdecal_footprints_n			-							2   8	3   3	0.0		1.0		00.0	0.6		0.3		0		0.0		0.0	    	0.0	    	0	    	1			1			1		0
                                                                                                                                                                                                        
### FLIPPER ###                                                                                                                                                                                         
                                                                                                                                                                                                        
# GENERIC FLIPPER                                                                                                                                                                                       
